Subject,Term,Definition
Mathematics,Ray,"A **ray** comprises a half-line extending in one direction from a point, which is called the endpoint or vertex of the ray, as shown below. Intuitively, the notion of a ray corresponds to the visual image of rays of light emanating from a source represented as a point. (See diagram in Mathematics Glossary document on VCAA website)(See diagram in Mathematics Glossary document on VCAA website) A point on a straight line divides it into 2 half-lines, each of which corresponds to a ray. (See diagram in Mathematics Glossary document on VCAA website)(See diagram in Mathematics Glossary document on VCAA website) A ray may include an arrow to indicate direction. See also: line segment, ray, vertex."
Mathematics,Real numbers,"The numbers generally used in mathematics, in scientific work and in everyday life are the **real numbers**. Real numbers are any of the elements of the infinite set *R*, which comprises the union of the set of rational numbers with the set of irrational numbers. A rational real number has either a terminating (finite) decimal expansion, such as 53/4 = 13.25, or an infinite recurring decimal expansion: for example, 23/99 = 0.232323...\ Some well-known irrational real numbers are the square root of 2 (√(2)), pi (π), and the golden ratio, phi (φ). These can be used in exact calculations: for example, √(2) + √(8) = √(2) + 2√(2) = 3√(2) or π/3 + π/4 = 7π/12 . Often **rational approximations** to irrational real numbers are used in arithmetic calculations, with a suitable accuracy for the purpose of computation: for example, √(2) + √(8)≈4.24 and π/3 + π/4 = 1.833, correct to 3 decimal places. All real numbers can be expressed using an infinite decimal expansion: for example, the natural number 2 can be written as either: 2 = 1.9999999999... or 2 = 2.0000000000... The set of real numbers, *R*, includes the natural numbers, *N*, integers, *Z*, rational numbers, *Q* and irrational numbers, *Q′* as proper subsets, illustrated in the Venn diagram below. (See diagram in Mathematics Glossary document on VCAA website) The real numbers are often represented using the infinite set of points on a continuous geometric line. This representation is referred to as the **real number line**. A one-to-one correspondence between the set of real numbers and the infinite set of points on the line is taken as given, with a specific point, *O* (the origin) selected to correspond to zero. A point *X* to the right of *O* is taken to correspond to the positive real number *x*, where the magnitude of *x* measures the length of the line segment *OX*. The point *X′* to the left of *O* located by the endpoint of the line segment *OX* after a half-turn rotation about *O*, corresponds to the real number *-x*. (See diagram in Mathematics Glossary document on VCAA website) Compass and unmarked straight-edge constructions can be used to determine the exact location of any rational number and some irrational numbers. For example,√(2) on the real number line. See also: irrational number, number line, rational number."
Mathematics,Reciprocal,"The **reciprocal** of a real number a is the multiplicative inverse, that is a⁻¹ or 1/a , provided 1/a is non-zero. For example, the reciprocal of 3 is 1/3. Note that the reciprocal of zero is undefined since 1/0is undefined. See also: inverse."
Mathematics,Rectangle,"A **rectangle** is a quadrilateral in which all angles are right angles. (See diagram in Mathematics Glossary document on VCAA website) See also: angle, polygon."
Mathematics,Rectangular hyperbola,See: hyperbola.
Mathematics,Recurring decimal,"A **recurring decimal** is a decimal that contains a pattern of digits that repeats indefinitely after a certain number of places. For example, 0.107 = 0.1070707..., which is the decimal expansion of the rational number: 1/10 + 7/1000 + 7/100000 + 7/10000000 + ... = 1/10 + (7/1000/1 - 1/100) = 1/10 + 7/990 = 106/990 Every recurring decimal is the decimal expansion of a rational number. See also: rational number."
Mathematics,Recursion,"**Recursion** is the process of carrying out the current step of a process using the results of the previous step (or steps) of the same process. For example, the sequence of numbers {3, 6, 12, 24, ... } can be described using recursion as 'start at 3 and make the next term in the sequence twice the previous term in the sequence'. Students often intuitively define sequences using recursion. Skip-counting by 'counting by fives starting from 12' is an example of a recursive process. See also: sequence, skip counting."
Mathematics,Reflection,"A **reflection** is a transformation of the plane where each point in the plane is reflected in a given mirror line. To reflect the point *A* in an axis of reflection**,** a line has been drawn at right angles to the axis of reflection and the point *A′* is marked at the same distance from the axis of reflection as *A*, but on the other side. (See diagram in Mathematics Glossary document on VCAA website) The point *A′* is called the reflection image of *A.* A reflection, then, is a transformation that moves each point to its reflection image. The points on the mirror line are invariant (unchanged) under this transformation. See also: image."
Mathematics,Reflex angle,See: angle.
Mathematics,Regular polygon (shape),See: polygon.
Mathematics,Related denominators,"Denominators are **related** when one is a multiple of the other. For example, the fractions 1/3 and 5/9 have related denominators because 9 is a multiple of 3. Fractions with related denominators are often more easily added and subtracted than fractions with unrelated denominators. For example, to add 1/3 and 5/9 , we know the equivalent fraction of 1/3 is 3/9 , so we can then compute 3/9 + 5/9 = 8/9. See also: equivalent fractions, fraction."
