SubjectArea,Subject,Band,Unit,AreaofStudy,OutcomeCode,Outcome,OutcomeStudentType,OutcomeDescription,Type,Statement,ParentStatement,Level,Sequence
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKKEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Knowledge,"The conventions of syntax, punctuation and spelling of Standard Australian English.",,1,14
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Skills,Summarise the key points in persuasive texts,,1,1
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Skills,"Identify and analyse, and apply:",,1,2
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Skills,The intent and logical development of an argument,"identify and analyse, and apply:",2,3
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Skills,The different evidence the author uses to support arguments,"identify and analyse, and apply:",2,4
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Skills,The language used by the author to position or persuade an audience to share a point of view,"identify and analyse, and apply:",2,5
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Skills,The way in which arguments and language complement one another and interact to position the intended audience,"identify and analyse, and apply:",2,6
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Skills,The effect of the author’s identity and context on the intended audience,"identify and analyse, and apply:",2,7
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Skills,The role of visuals to support and enhance argument,"identify and analyse, and apply:",2,8
English,English,Year 12,Unit 4,Area of Study 2 - Analysing argument,VCEE12AS24OKSEAL,Outcome 2,EAL Students,"On completion of this unit the student should be able to analyse the use of argument and language in persuasive texts, including written text (print or digital) and text in another mode (visual, audio and/or audio visual); and develop and present a point of view text.
To achieve the outcome the student will draw on key knowledge and key skills outlined in Area of Study 2.",Key Skills,"The features of print, and audio and/or audio visual texts","identify and analyse, and apply:",2,9
